tx_id,client_id,merchant_id,amount,hour,country,channel,distance_km,account_age_days,is_fraud,client_tx_freq
1382,342,81,205.5,1,BR,app,4.22,1331,0,0.4
1383,416,247,421.52,22,BR,pos,19.17,770,0,0.4
1384,1076,395,107.43,10,PT,pos,2.65,1748,0,0.5
1385,464,268,213.62,13,BR,app,14.14,66,0,0.2
1386,282,505,160.71,0,BR,online,2.36,534,0,0.3
1387,673,182,79.6,7,BR,online,9.22,1273,0,0.2
1388,391,42,106.58,18,AR,app,5.81,1438,0,0.5
1389,1069,236,205.24,7,US,pos,3.92,442,0,0.2
1390,1090,418,54.71,3,MX,online,9.79,1462,0,0.2
1391,367,127,267.68,2,BR,pos,18.53,841,1,0.4
1392,635,571,151.31,22,BR,pos,4.75,1564,0,0.1
1393,1180,9,244.45,19,BR,pos,0.91,488,0,0.3
1394,891,48,176.91,1,ES,pos,7.66,1263,1,0.3
1395,259,356,30.34,22,BR,online,3.88,379,0,0.2
1396,709,359,132.52,19,US,pos,15.36,253,0,0.3
1397,744,207,271.57,8,US,online,5.79,1287,0,0.4
1398,784,181,149.69,15,BR,app,4.91,1243,0,0.3
1399,30,49,135.07,6,BR,online,6.34,536,0,0.3
1400,359,464,149.58,5,BR,pos,18.52,1103,0,0.4
1401,1025,265,23.21,17,BR,pos,11.67,1718,0,0.4
1402,290,83,290.41,4,ES,pos,3.37,609,1,0.2
1403,360,280,11.59,8,BR,pos,2.55,916,0,0.3
1404,387,655,330.92,8,ES,pos,22.91,381,0,0.3
1405,213,183,101.54,3,BR,pos,4.81,945,0,0.3
1406,187,626,185.71,19,BR,online,18.91,1615,0,0.5
1407,417,181,20.99,16,PT,online,7.41,1160,0,0.3
1408,1049,130,229.08,20,PT,pos,4.28,259,0,0.5
1409,2,183,203.14,12,BR,online,4.58,1351,0,0.6
1410,340,226,194.67,4,US,pos,7.7,771,1,0.3
1411,73,85,19.9,6,PT,online,0.86,34,0,0.5
1412,674,411,70.85,8,AR,pos,4.41,1136,0,0.2
1413,301,234,177.57,22,BR,online,28.64,546,1,0.2
1414,950,502,285.19,5,BR,pos,34.39,1773,0,0.2
1415,702,344,62.0,16,BR,online,4.82,1816,0,0.2
1416,940,310,63.54,2,BR,pos,13.61,1224,0,0.2
1417,762,330,169.41,22,BR,online,11.44,1152,0,0.3
1418,526,110,569.58,15,BR,pos,2.92,557,0,0.4
1419,1033,499,80.79,10,BR,online,13.78,130,0,0.4
1420,572,73,100.57,8,BR,pos,6.22,111,0,0.1
1421,1139,505,89.09,8,BR,pos,8.94,846,0,0.3
1422,1193,699,122.78,5,BR,app,15.78,580,0,0.3
1423,707,535,300.31,14,BR,pos,6.57,1752,0,0.4
1424,809,319,127.8,20,BR,pos,6.51,535,0,0.2
1425,307,220,604.89,5,MX,pos,12.71,392,1,0.2
1426,977,610,145.76,17,BR,online,19.3,1495,0,0.2
1427,806,180,319.63,13,BR,pos,12.2,1525,0,0.3
1428,1083,338,106.6,18,BR,online,6.77,687,0,0.7
1429,321,539,44.63,18,BR,pos,17.9,150,0,0.4
1430,945,645,127.64,0,BR,online,11.1,180,0,0.4
1431,564,644,196.7,0,BR,online,22.18,951,0,0.4
1432,223,62,71.39,21,US,pos,26.26,1587,0,0.6
1433,206,628,286.82,3,US,pos,12.05,706,1,0.2
1434,675,80,92.65,13,BR,online,21.11,33,0,0.3
1435,384,409,54.81,18,BR,pos,21.55,684,0,0.1
1436,123,650,532.73,12,BR,pos,8.03,6,0,0.2
1437,513,458,68.2,0,BR,online,21.54,773,0,0.1
1438,783,663,90.44,0,BR,online,9.26,866,0,0.7
1439,383,241,219.63,16,AR,app,14.74,1334,1,0.5
1440,1146,220,103.73,21,BR,app,8.56,127,0,0.3
1441,935,229,56.64,8,US,online,2.12,877,0,0.4
1442,615,249,83.28,13,BR,pos,31.41,324,0,0.3
1443,1121,478,439.78,22,BR,online,14.32,851,0,0.2
1444,520,317,201.62,19,AR,app,15.23,1798,0,0.4
1445,168,516,229.87,12,BR,online,9.96,1352,0,0.6
1446,43,291,163.51,15,BR,online,21.44,1541,0,0.4
1447,1125,216,183.94,23,BR,online,7.89,71,0,0.3
1448,1151,133,97.59,19,AR,pos,8.31,1394,0,0.7
1449,887,386,149.01,9,BR,online,3.41,1580,0,0.4
1450,124,628,17.89,16,ES,pos,10.75,1224,0,0.5
1451,353,601,259.95,7,ES,pos,20.69,1427,0,0.2
1452,50,178,96.87,22,MX,pos,7.97,88,0,0.5
1453,62,334,48.44,2,BR,pos,2.98,1348,0,0.4
1454,296,493,155.34,5,US,online,17.78,1525,0,0.4
1455,686,429,116.07,8,BR,online,12.8,421,0,0.3
1456,79,47,253.72,4,PT,online,28.96,860,0,0.2
1457,1181,414,129.79,14,BR,pos,4.59,771,0,0.6
1458,546,28,81.78,17,BR,online,14.36,180,0,0.3
1459,317,82,132.17,21,BR,pos,2.85,234,0,0.1
1460,619,457,344.03,12,MX,pos,8.75,549,0,0.4
1461,948,72,259.44,14,PT,pos,10.09,200,0,0.2
1462,375,237,201.25,14,BR,pos,1.88,916,1,0.3
1463,57,412,267.07,0,BR,online,19.66,102,1,0.3
1464,62,459,212.16,17,AR,online,16.06,25,0,0.4
1465,1022,312,63.94,0,MX,pos,12.8,1148,0,0.4
1466,134,66,231.15,13,AR,online,3.04,461,0,0.3
1467,763,559,288.59,23,BR,pos,5.0,690,0,0.3
1468,462,664,299.49,18,US,app,17.39,613,0,0.4
1469,933,622,52.35,12,MX,online,8.68,856,0,0.5
1470,73,524,90.66,7,BR,online,7.37,846,0,0.5
1471,1077,282,79.92,20,BR,online,21.1,243,0,0.2
1472,838,613,105.79,20,BR,online,9.81,4,0,0.2
1473,539,342,186.8,8,BR,app,3.3,809,0,0.5
1474,249,96,152.49,2,AR,app,17.24,1032,0,0.2
1475,1172,595,152.52,13,BR,online,2.9,1402,0,0.4
1476,363,224,40.04,15,BR,app,8.74,361,0,0.4
1477,589,657,87.91,22,BR,online,10.88,153,0,0.3
1478,473,258,314.26,21,PT,app,14.75,1090,0,0.4
1479,277,608,287.76,5,MX,pos,2.28,1646,0,0.3
1480,500,376,128.14,6,BR,online,0.68,437,0,0.5
1481,182,327,231.58,23,US,pos,0.72,157,0,0.4
1482,2,208,175.08,7,BR,pos,22.94,735,0,0.6
1483,348,585,249.12,11,MX,online,1.89,1023,0,0.5
1484,135,43,238.54,7,AR,online,27.02,1138,0,0.3
1485,498,328,136.0,9,BR,pos,18.56,206,0,0.6
1486,1035,258,202.12,13,ES,online,3.88,1198,0,0.3
1487,195,380,183.34,7,BR,online,1.06,627,0,0.5
1488,2,178,138.71,9,BR,online,9.27,56,0,0.6
1489,134,465,117.28,8,BR,pos,5.7,1683,0,0.3
1490,610,270,401.13,2,AR,online,21.34,976,0,0.6
1491,330,132,138.84,18,BR,pos,10.79,557,0,0.3
1492,587,138,221.89,21,BR,online,8.82,1490,0,0.2
1493,36,487,381.32,11,BR,online,7.4,1454,0,0.3
1494,400,184,201.88,4,ES,pos,14.72,377,0,0.3
1495,492,215,195.64,15,BR,online,8.2,1753,0,0.4
1496,518,439,139.44,12,BR,pos,30.68,971,0,0.4
1497,661,231,185.67,13,BR,online,1.81,479,0,0.2
1498,936,272,109.82,14,MX,pos,6.78,817,0,0.5
1499,561,171,654.91,17,BR,online,13.24,343,0,0.4
1500,1009,242,40.97,0,BR,pos,12.0,1551,0,0.3
1501,636,485,122.95,2,ES,online,30.62,491,0,0.3
1502,313,374,204.19,2,BR,app,4.66,801,0,0.2
1503,275,698,195.76,3,BR,online,0.28,125,0,0.2
1504,387,540,109.68,23,PT,online,17.57,1722,0,0.3
1505,717,12,27.52,17,BR,pos,10.41,553,0,0.4
1506,291,265,47.8,15,BR,online,17.68,1191,0,0.2
1507,1097,203,160.31,16,BR,pos,11.57,644,0,0.2
1508,576,411,19.29,0,MX,pos,0.54,1024,0,0.2
1509,1036,186,214.23,5,PT,pos,12.12,1023,1,0.4
1510,820,676,304.02,19,US,pos,4.63,533,0,0.3
1511,400,210,240.78,11,BR,app,6.78,789,0,0.3
1512,274,365,273.65,12,BR,pos,7.98,1089,0,0.3
1513,892,86,20.2,18,BR,online,2.9,397,0,0.5
1514,397,636,113.1,1,BR,pos,4.49,240,0,0.4
1515,296,638,59.6,19,BR,online,15.45,326,0,0.4
1516,1116,555,32.71,16,BR,online,15.44,760,0,0.2
1517,579,246,95.38,9,US,online,1.58,391,0,0.3
1518,59,42,375.2,11,BR,online,10.5,519,0,0.4
1519,594,497,443.33,1,BR,online,16.67,1251,0,0.2
1520,553,300,66.72,4,BR,online,9.7,1223,0,0.5
1521,1036,693,146.23,5,BR,pos,10.97,1722,0,0.4
1522,854,489,183.82,21,BR,pos,1.72,1394,0,0.2
1523,230,377,113.74,2,BR,app,20.78,775,0,0.2
1524,181,690,318.55,6,BR,online,3.17,1694,0,0.2
1525,724,560,96.56,3,BR,online,6.49,1680,0,0.4
1526,57,321,83.93,6,AR,pos,16.78,406,0,0.3
1527,383,14,69.88,0,MX,online,25.92,313,0,0.5
1528,166,65,113.11,6,AR,online,6.95,1614,0,0.4
1529,25,311,6.22,17,BR,pos,35.81,1624,0,0.1
1530,1102,393,117.35,18,PT,pos,9.97,1544,0,0.5
1531,108,22,152.91,9,BR,online,9.12,840,0,0.6
1532,12,89,160.04,16,US,pos,3.63,1574,0,0.3
1533,1119,493,56.37,14,BR,pos,6.61,1403,0,0.6
1534,226,526,157.82,21,BR,app,10.64,1351,0,0.4
1535,980,21,155.44,19,BR,online,13.37,1099,0,0.4
1536,38,355,157.96,5,BR,pos,12.91,489,0,0.3
1537,185,57,243.96,14,MX,pos,6.03,1363,0,0.8
1538,133,506,54.23,18,BR,online,22.8,1602,0,0.3
1539,847,584,114.8,7,US,pos,9.35,1614,0,0.4
1540,744,608,25.53,13,MX,pos,8.88,1094,0,0.4
1541,571,419,228.73,9,BR,online,3.4,72,0,0.7
1542,290,440,62.3,7,BR,pos,14.37,1351,0,0.2
1543,107,648,269.84,4,BR,online,8.49,463,0,0.2
1544,683,429,276.26,0,BR,pos,7.03,375,0,0.1
1545,277,312,123.68,17,ES,online,2.43,144,0,0.3
1546,708,528,118.75,19,US,pos,2.53,288,0,0.4
1547,825,413,37.46,15,AR,online,11.5,894,0,0.2
1548,1019,589,142.74,5,BR,pos,25.12,505,0,0.4
1549,593,367,242.52,0,US,pos,7.48,697,0,0.4
1550,6,608,172.44,15,AR,pos,7.44,933,0,0.7
1551,337,32,344.19,4,BR,pos,14.5,962,0,0.7
1552,1024,26,104.54,13,BR,online,20.26,760,0,0.5
1553,640,70,104.43,23,BR,online,5.56,827,1,0.3
1554,743,389,66.13,0,BR,pos,3.45,1619,0,0.5
1555,549,496,497.27,13,PT,online,8.3,517,0,0.2
1556,196,152,37.11,23,BR,pos,12.78,24,0,0.3
1557,1076,109,230.69,8,BR,pos,0.72,1460,0,0.5
1558,927,602,245.94,19,PT,app,6.24,147,0,0.4
1559,1194,525,238.83,19,BR,online,7.65,1413,0,0.3
1560,1026,454,71.09,11,BR,pos,6.85,594,0,0.5
1561,350,342,123.62,7,PT,online,2.19,1535,0,0.2
1562,305,294,208.33,16,PT,app,6.26,306,0,0.2
1563,298,15,85.22,14,US,pos,7.75,301,0,0.4
1564,1102,132,110.61,11,BR,pos,4.0,742,0,0.5
1565,668,627,86.46,4,ES,pos,10.71,765,0,0.2
1566,545,237,150.04,17,AR,online,16.07,1309,0,0.6
1567,1161,493,142.85,5,US,pos,16.48,1181,1,0.3
1568,724,492,385.15,3,BR,pos,4.92,1812,0,0.4
1569,1091,217,211.52,1,BR,online,12.6,1236,0,0.3
1570,1181,143,46.18,10,MX,app,11.83,369,0,0.6
1571,96,484,49.8,2,MX,app,28.95,162,0,0.3
1572,434,66,233.52,8,BR,app,12.65,486,0,0.6
1573,881,346,141.71,5,BR,pos,13.21,1794,0,0.5
1574,975,621,478.22,11,US,online,18.39,1403,0,0.2
1575,179,498,477.33,18,BR,pos,2.78,1352,0,0.2
1576,382,535,65.8,10,BR,online,9.16,497,0,0.3
1577,658,59,174.34,13,BR,pos,26.2,856,0,0.2
1578,959,140,50.38,3,BR,online,26.56,1284,0,0.2
1579,136,193,230.81,2,AR,app,6.26,1728,0,0.1
1580,721,205,421.69,23,BR,online,25.72,1065,1,0.2
1581,356,136,157.23,14,BR,online,7.05,39,0,0.5
1582,260,680,101.64,0,PT,online,11.0,1560,1,0.1
1583,618,116,187.28,13,US,pos,1.82,1704,0,0.4
1584,497,496,264.12,0,BR,online,22.08,61,0,0.2
1585,763,411,265.32,1,BR,online,6.77,716,0,0.3
1586,381,427,102.54,8,AR,online,2.26,1788,0,0.4
1587,988,151,83.46,15,BR,online,7.9,1740,0,0.1
1588,94,216,167.67,14,BR,app,0.47,1759,0,0.3
1589,1034,424,108.04,18,BR,pos,14.05,1780,0,0.1
1590,36,210,318.63,4,BR,online,19.35,41,0,0.3
1591,883,486,107.02,4,AR,online,3.55,276,0,0.3
1592,416,28,148.97,12,BR,online,3.43,912,0,0.4
1593,460,51,183.98,20,BR,online,13.33,1101,0,0.3
1594,23,510,38.48,17,BR,online,14.51,733,0,0.1
1595,842,432,89.4,16,BR,online,5.12,490,0,0.2
1596,199,31,464.56,2,BR,online,4.02,464,0,0.7
1597,791,629,256.58,21,MX,online,17.02,1101,0,0.2
1598,870,4,105.9,23,BR,pos,2.03,1784,0,0.3
1599,1014,668,231.46,13,BR,online,5.97,1508,0,0.3
1600,850,510,315.13,8,BR,pos,3.92,319,0,0.1
1601,362,691,119.22,15,AR,pos,13.18,271,0,0.8
1602,886,664,248.29,15,BR,app,4.22,481,0,0.5
1603,991,219,224.72,22,ES,online,18.63,1338,0,0.4
1604,381,529,51.16,2,US,pos,5.78,15,0,0.4
1605,149,148,119.73,12,BR,app,11.51,1285,0,0.4
1606,1068,330,391.86,17,US,app,4.29,1059,0,0.2
1607,178,168,455.95,8,BR,pos,9.95,1204,0,0.6
1608,713,340,258.01,20,ES,online,4.79,1571,0,0.4
1609,284,610,86.93,1,ES,app,3.25,1079,0,0.5
1610,152,305,13.66,2,BR,pos,14.46,1135,1,0.2
1611,931,65,77.44,18,BR,online,4.18,876,0,0.1
1612,173,227,44.82,3,BR,online,4.25,1189,0,0.5
1613,804,550,410.98,10,BR,app,9.3,694,0,0.3
1614,832,365,24.84,6,AR,online,10.56,121,0,0.1
1615,73,392,52.5,16,PT,pos,3.13,47,0,0.5
1616,208,302,165.18,0,BR,online,12.42,1304,0,0.3
1617,953,205,140.97,8,US,pos,4.5,1163,0,0.5
1618,609,419,379.19,23,AR,online,2.39,747,0,0.3
1619,146,443,215.17,8,BR,pos,6.68,1362,0,0.1
1620,1190,628,126.55,14,BR,pos,6.59,865,0,0.5
1621,318,432,322.54,23,US,app,11.68,465,0,0.3
1622,5,696,103.51,14,AR,online,29.68,1068,0,0.1
1623,1109,578,399.63,18,ES,online,9.17,690,0,0.5
1624,20,56,68.72,23,BR,online,12.88,1780,0,0.1
1625,664,275,137.13,14,BR,online,1.77,1316,0,0.7
1626,1191,269,16.54,19,BR,app,19.24,1365,0,0.2
1627,693,3,267.16,12,BR,online,7.59,1255,0,0.3
1628,701,127,158.43,19,BR,online,2.61,1248,0,0.4
1629,466,533,400.33,15,PT,pos,18.73,1411,0,0.3
1630,153,247,116.38,8,BR,online,7.85,788,0,0.6
1631,687,104,37.91,13,US,online,16.65,1499,0,0.4
1632,1076,201,196.22,8,BR,pos,31.85,63,0,0.5
1633,110,193,91.59,9,BR,online,1.99,1216,0,0.4
1634,1056,123,241.55,7,MX,pos,4.33,983,0,0.4
1635,498,71,69.99,11,US,pos,14.62,16,0,0.6
1636,643,535,354.1,8,BR,online,8.28,1206,0,0.2
1637,199,577,148.9,15,PT,pos,0.55,5,0,0.7
1638,746,347,126.93,8,BR,app,6.09,1285,0,0.4
1639,219,431,338.55,11,BR,online,6.92,957,0,0.3
1640,328,643,269.86,3,BR,pos,7.86,1109,0,0.1
1641,866,590,78.6,9,US,online,4.19,1113,0,0.5
1642,61,23,264.58,8,BR,pos,22.66,548,0,0.5
1643,537,667,228.41,23,MX,pos,1.77,1136,0,0.2
1644,713,47,132.47,10,BR,online,11.06,404,0,0.4
1645,159,19,250.2,0,BR,pos,5.17,1384,0,0.5
1646,354,282,353.06,7,MX,online,4.85,165,0,0.4
1647,412,522,135.46,17,BR,pos,20.63,259,1,0.2
1648,796,57,135.81,3,BR,pos,6.63,1282,0,0.4
1649,1172,205,130.26,3,BR,online,11.11,106,1,0.4
1650,1003,184,75.92,8,BR,online,15.33,1771,0,0.2
1651,228,278,134.4,8,BR,app,8.58,57,0,0.4
1652,22,690,123.28,11,BR,online,20.82,958,0,0.4
1653,63,232,117.81,0,BR,online,2.34,1796,0,0.2
1654,715,147,116.44,17,BR,online,11.62,1228,0,0.2
1655,188,86,52.36,5,BR,pos,29.89,1154,0,0.2
1656,278,139,288.41,17,BR,online,10.9,1264,0,0.1
1657,1017,94,89.28,13,BR,pos,1.34,1289,0,0.3
1658,1048,401,366.27,4,US,pos,11.93,295,0,0.1
1659,1006,294,63.21,11,US,online,23.29,564,0,0.1
1660,305,349,422.07,0,BR,pos,6.15,350,0,0.2
1661,744,582,107.56,16,BR,online,6.09,387,0,0.4
1662,733,406,266.77,7,BR,online,14.2,380,0,0.4
1663,223,109,157.31,9,BR,pos,12.39,1164,0,0.6
1664,664,264,45.81,3,BR,online,8.83,1702,0,0.7
1665,630,219,48.18,8,AR,app,4.47,1020,0,0.3
1666,476,578,83.22,9,BR,pos,5.6,29,0,0.2
1667,902,215,102.76,5,BR,online,3.35,1263,0,0.3
1668,813,97,138.73,23,ES,app,1.17,988,0,0.5
1669,639,515,182.7,6,BR,pos,19.25,1418,0,0.5
1670,871,300,125.32,4,PT,online,14.76,688,0,0.3
1671,915,68,175.74,13,MX,pos,13.71,782,0,0.7
1672,680,483,196.82,7,BR,app,13.53,1203,0,0.3
1673,321,148,121.06,10,BR,online,7.11,1291,0,0.4
1674,910,607,225.82,17,BR,online,6.35,403,1,0.3
1675,861,582,261.5,1,PT,pos,2.63,1070,0,0.5
1676,1180,259,200.4,12,BR,online,15.65,1754,0,0.3
1677,180,389,208.5,0,PT,online,41.95,118,0,0.4
1678,503,397,164.61,1,BR,pos,11.55,605,0,0.4
1679,1109,457,305.49,2,BR,app,17.28,974,0,0.5
1680,617,49,141.15,3,BR,pos,17.33,1689,0,0.2
1681,1131,228,84.48,8,BR,online,24.34,1766,1,0.1
1682,15,120,144.31,22,BR,online,3.95,1075,0,0.3
1683,43,488,46.58,21,PT,online,1.8,998,0,0.4
1684,955,49,41.36,2,BR,online,9.87,756,0,0.5
1685,430,362,262.36,23,PT,pos,7.65,813,0,0.2
1686,624,509,370.21,15,ES,online,39.58,1339,0,0.2
1687,514,663,110.23,13,BR,pos,3.4,993,0,0.3
1688,490,202,264.07,19,BR,pos,29.59,1009,0,0.6
1689,1127,6,21.6,11,BR,pos,7.71,1540,0,0.2
1690,113,506,200.84,6,BR,app,3.02,253,0,0.2
1691,926,2,141.58,12,ES,pos,25.94,1747,0,0.5
1692,1067,47,410.42,17,PT,app,4.01,1285,0,0.2
1693,789,693,127.04,16,PT,pos,17.35,1071,0,0.4
1694,474,603,59.1,4,BR,pos,10.09,1057,0,0.3
1695,192,495,35.91,22,BR,online,29.52,1052,0,0.1
1696,819,585,144.22,6,BR,online,20.05,1032,0,0.3
1697,563,53,164.37,19,PT,app,7.55,640,0,0.6
1698,180,63,121.16,7,BR,online,26.03,1347,1,0.4
1699,432,211,268.09,1,BR,app,12.64,461,0,0.3
1700,1153,17,344.08,23,BR,online,9.02,1192,0,0.4
1701,319,621,109.29,14,BR,pos,9.92,961,0,0.2
1702,214,40,26.26,5,BR,online,17.84,669,0,0.3
1703,818,381,176.47,0,BR,app,7.24,1467,0,0.2
1704,240,597,309.59,3,MX,online,5.64,581,0,0.4
1705,1103,514,109.67,4,AR,online,4.56,1204,1,0.1
1706,1030,165,208.48,22,BR,app,11.43,458,0,0.3
1707,1180,329,55.26,4,AR,online,4.85,366,1,0.3
1708,1095,384,173.41,3,BR,online,18.03,1050,0,0.4
1709,293,537,211.16,20,AR,app,7.09,1780,0,0.8
1710,255,298,176.93,21,BR,pos,13.37,547,0,0.3
1711,411,200,481.84,5,BR,online,20.85,209,0,0.8
1712,564,557,367.25,15,BR,pos,24.83,220,0,0.4
1713,1056,620,235.27,12,BR,online,10.55,898,0,0.4
1714,880,342,290.32,13,BR,online,0.98,1428,0,0.4
1715,773,20,172.55,7,AR,pos,1.06,1300,0,0.1
1716,1054,350,136.95,18,AR,online,17.69,382,0,0.4
1717,775,622,100.66,21,BR,pos,3.76,1523,0,0.2
1718,455,692,54.19,17,BR,online,6.82,301,0,0.3
1719,496,281,378.5,21,AR,app,19.57,1021,0,0.2
1720,620,105,494.1,2,BR,pos,5.7,1549,0,0.3
1721,107,400,146.81,15,BR,online,2.64,1474,0,0.2
1722,890,581,148.69,23,BR,app,7.01,1281,0,0.3
1723,783,661,217.32,12,BR,pos,15.33,604,0,0.7
1724,877,37,127.48,22,BR,online,5.61,1398,1,0.2
1725,641,204,60.63,8,BR,app,13.83,706,0,0.4
1726,939,334,45.27,21,BR,online,2.73,640,0,0.3
1727,1139,69,482.83,22,US,online,4.43,972,0,0.3
1728,684,620,30.47,14,MX,online,7.1,1127,0,0.2
1729,533,79,181.77,16,US,online,21.4,382,0,0.4
1730,126,465,34.74,12,BR,pos,6.24,1701,0,0.4
1731,934,643,132.3,7,PT,pos,5.49,1582,0,0.5
1732,1084,479,108.85,12,AR,app,5.51,516,0,0.3
1733,839,534,40.61,23,BR,online,13.82,441,0,0.4
1734,1038,185,222.62,0,BR,online,16.41,126,0,0.2
1735,1033,579,56.88,4,US,online,20.74,741,0,0.4
1736,957,293,35.49,11,BR,online,32.71,312,0,0.3
1737,603,43,239.79,8,US,app,11.49,1698,0,0.2
1738,120,257,109.23,14,AR,pos,4.91,1637,0,0.3
1739,4,245,76.96,8,PT,pos,7.93,1512,0,0.2
1740,246,365,249.99,15,ES,pos,3.94,514,0,0.2
1741,517,186,54.29,2,US,online,9.96,1259,0,0.3
1742,892,324,27.04,7,ES,online,4.57,897,1,0.5
1743,547,300,328.95,16,PT,online,20.65,499,0,0.5
1744,28,229,439.45,11,BR,pos,10.83,976,0,0.4
1745,253,487,129.65,17,US,online,25.31,302,0,0.2
1746,1175,214,128.34,15,BR,online,16.0,1752,0,0.2
1747,1185,536,259.84,7,BR,pos,14.97,299,0,0.3
1748,453,176,307.16,10,BR,online,2.62,550,0,0.2
1749,966,605,60.04,23,BR,pos,13.8,404,0,0.4
1750,863,256,113.47,23,BR,online,32.24,952,0,0.5
1751,1117,29,171.7,0,BR,pos,6.39,1226,1,0.8
1752,1065,105,249.66,16,BR,online,18.51,1748,1,0.3
1753,754,564,231.74,11,US,app,1.9,709,0,0.2
1754,474,610,206.6,0,PT,pos,3.42,368,0,0.3
1755,752,149,306.63,15,ES,online,8.37,40,0,0.3
1756,383,421,136.8,0,BR,pos,5.57,1091,0,0.5
1757,418,402,380.79,7,BR,pos,4.51,1786,0,0.4
1758,730,94,91.76,16,MX,pos,5.59,117,0,0.2
1759,686,316,234.26,19,BR,app,12.72,1817,0,0.3
1760,697,486,102.78,9,ES,pos,18.67,480,0,0.5
1761,462,677,131.1,19,AR,online,13.51,1657,0,0.4
1762,491,593,147.11,20,BR,online,14.08,127,0,0.3
1763,13,69,98.2,10,BR,online,8.66,1627,0,0.2
1764,722,167,315.65,4,BR,pos,3.33,603,0,0.3
1765,691,306,106.79,15,BR,app,8.13,502,0,0.2
1766,1122,106,141.55,0,BR,pos,10.15,377,0,0.4
1767,605,399,215.58,21,MX,online,19.25,244,0,0.4
1768,561,7,620.61,9,US,app,28.03,1457,0,0.4
1769,82,80,221.09,18,BR,pos,11.96,127,0,0.3
1770,236,34,150.97,17,BR,online,17.9,846,0,0.2
1771,406,207,22.3,11,BR,app,0.74,1731,0,0.4
1772,453,533,128.47,23,BR,online,7.0,739,0,0.2
1773,435,124,84.65,19,US,pos,8.63,1509,0,0.4
1774,473,691,112.3,21,BR,pos,13.26,1263,0,0.4
1775,922,189,101.08,2,MX,app,28.48,1451,0,0.3
1776,158,32,214.08,11,BR,online,11.43,1728,0,0.4
1777,399,235,126.4,22,BR,online,1.63,179,0,0.1
1778,196,523,68.71,19,MX,pos,14.2,551,0,0.3
1779,370,75,267.3,10,US,app,6.58,587,0,0.2
1780,821,51,49.22,1,US,online,13.22,122,1,0.2
1781,57,594,145.9,6,BR,online,15.05,194,0,0.3
1782,408,414,129.17,13,PT,app,1.5,201,0,0.2
1783,29,240,185.58,15,BR,pos,8.27,1733,0,0.4
1784,1145,529,308.78,22,BR,online,8.52,1564,0,0.2
1785,872,591,681.99,2,MX,online,11.33,1074,0,0.3
1786,293,252,150.89,9,BR,pos,4.82,1543,0,0.8
1787,238,393,83.51,6,MX,pos,3.69,628,0,0.4
1788,119,8,77.0,23,BR,pos,28.17,868,0,0.5
1789,567,214,76.7,3,BR,pos,10.48,1612,0,0.2
1790,904,417,180.76,5,BR,online,4.06,270,0,0.4
1791,701,138,16.9,7,MX,pos,5.7,267,0,0.4
1792,1057,693,46.48,2,AR,online,29.05,961,0,0.3
1793,413,679,180.88,15,BR,app,21.84,461,1,0.4
1794,334,181,276.39,12,BR,online,5.18,1220,0,0.4
1795,574,278,277.5,13,BR,online,3.37,1160,0,0.4
1796,243,133,156.18,21,BR,online,3.62,606,1,0.7
1797,1170,353,252.62,10,AR,online,20.27,212,0,0.5
1798,223,87,312.41,7,BR,online,6.22,151,0,0.6
1799,575,274,105.53,9,BR,pos,2.15,808,0,0.2
1800,626,389,291.33,19,BR,app,5.85,588,0,0.4
1801,69,428,32.64,12,BR,pos,11.24,62,0,0.3
1802,562,417,45.25,4,US,pos,8.16,1260,0,0.2
1803,546,155,110.57,16,US,online,22.1,1746,0,0.3
1804,312,554,28.46,17,BR,pos,11.34,1785,0,0.2
1805,154,484,216.53,5,ES,online,12.52,215,0,0.6
1806,55,527,93.39,13,BR,online,17.14,347,0,0.2
1807,11,328,130.22,13,MX,online,16.51,788,0,0.2
1808,578,624,133.91,4,US,online,5.83,1669,0,0.3
1809,108,273,108.39,0,BR,pos,3.43,1049,0,0.6
1810,1151,564,76.29,17,MX,online,10.67,833,1,0.7
1811,294,143,209.3,14,BR,online,9.59,1689,0,0.5
1812,783,173,91.79,17,US,pos,11.41,1210,0,0.7
1813,808,369,132.57,9,BR,online,12.13,1797,0,0.1
1814,595,389,186.91,12,BR,pos,26.74,1576,0,0.3
1815,1060,522,310.67,23,PT,online,7.21,1821,0,0.1
1816,133,208,294.36,5,BR,app,12.49,1017,0,0.3
1817,281,610,98.54,15,BR,pos,3.42,684,0,0.3
1818,303,231,72.96,3,BR,online,4.5,113,0,0.2
1819,163,374,353.52,1,BR,app,9.13,1332,0,0.1
1820,354,652,91.38,22,MX,online,3.93,485,0,0.4
1821,375,378,203.42,3,US,online,14.4,21,0,0.3
1822,917,477,26.85,15,PT,pos,12.88,1465,0,0.4
1823,362,636,16.34,12,BR,pos,5.24,774,0,0.8
1824,1052,682,150.78,19,BR,online,7.64,1009,0,0.1
1825,927,350,119.23,13,BR,online,20.41,1431,0,0.4
1826,1082,292,240.96,16,BR,online,10.58,601,0,0.1
1827,127,138,77.05,21,AR,pos,37.47,1490,0,0.4
1828,1181,376,176.95,19,BR,app,7.64,1064,0,0.6
1829,737,642,232.15,17,BR,online,8.37,1036,0,0.4
1830,1178,341,79.69,3,PT,app,9.13,490,0,0.4
1831,426,244,110.47,4,BR,online,1.87,1439,0,0.2
1832,1143,75,53.97,11,BR,pos,8.06,440,0,0.7
